1,1,1,10,1,11,1,12,1,13,9
1,1,1,10,1,11,1,13,1,12,9
1,1,1,10,1,12,1,11,1,13,9
1,1,1,10,1,12,1,13,1,11,9
1,1,1,10,1,13,1,11,1,12,9
1,1,1,10,1,13,1,12,1,11,9
1,1,1,11,1,10,1,12,1,13,9
1,1,1,11,1,10,1,13,1,12,9
1,1,1,11,1,12,1,10,1,13,9
1,1,1,11,1,12,1,13,1,10,9
1,1,1,11,1,13,1,10,1,12,9
1,1,1,11,1,13,1,12,1,10,9
1,1,1,12,1,10,1,11,1,13,9
1,1,1,12,1,10,1,13,1,11,9
1,1,1,12,1,11,1,10,1,13,9
1,1,1,12,1,11,1,13,1,10,9
1,1,1,12,1,13,1,10,1,11,9
1,1,1,12,1,13,1,11,1,10,9
1,1,1,13,1,10,1,11,1,12,9
1,1,1,13,1,10,1,12,1,11,9
1,1,1,13,1,11,1,10,1,12,9
1,1,1,13,1,11,1,12,1,10,9
1,1,1,13,1,12,1,10,1,11,9
1,1,1,13,1,12,1,11,1,10,9
1,10,1,1,1,11,1,12,1,13,9
1,10,1,1,1,11,1,13,1,12,9
1,10,1,1,1,12,1,11,1,13,9
1,10,1,1,1,12,1,13,1,11,9
1,10,1,1,1,13,1,11,1,12,9
1,10,1,1,1,13,1,12,1,11,9
1,10,1,11,1,1,1,12,1,13,9
1,10,1,11,1,1,1,13,1,12,9
1,10,1,11,1,12,1,1,1,13,9
1,10,1,11,1,12,1,13,1,1,9
1,10,1,11,1,13,1,1,1,12,9
1,10,1,11,1,13,1,12,1,1,9
1,10,1,12,1,1,1,11,1,13,9
1,10,1,12,1,1,1,13,1,11,9
1,10,1,12,1,11,1,1,1,13,9
1,10,1,12,1,11,1,13,1,1,9
1,10,1,12,1,13,1,1,1,11,9
1,10,1,12,1,13,1,11,1,1,9
1,10,1,13,1,1,1,11,1,12,9
1,10,1,13,1,1,1,12,1,11,9
1,10,1,13,1,11,1,1,1,12,9
1,10,1,13,1,11,1,12,1,1,9
1,10,1,13,1,12,1,1,1,11,9
1,10,1,13,1,12,1,11,1,1,9
1,11,1,1,1,10,1,12,1,13,9
1,11,1,1,1,10,1,13,1,12,9
1,11,1,1,1,12,1,10,1,13,9
1,11,1,1,1,12,1,13,1,10,9
1,11,1,1,1,13,1,10,1,12,9
1,11,1,1,1,13,1,12,1,10,9
1,11,1,10,1,1,1,12,1,13,9
1,11,1,10,1,1,1,13,1,12,9
1,11,1,10,1,12,1,1,1,13,9
1,11,1,10,1,12,1,13,1,1,9
1,11,1,10,1,13,1,1,1,12,9
1,11,1,10,1,13,1,12,1,1,9
1,11,1,12,1,1,1,10,1,13,9
1,11,1,12,1,1,1,13,1,10,9
1,11,1,12,1,10,1,1,1,13,9
1,11,1,12,1,10,1,13,1,1,9
1,11,1,12,1,13,1,1,1,10,9
1,11,1,12,1,13,1,10,1,1,9
1,11,1,13,1,1,1,10,1,12,9
1,11,1,13,1,1,1,12,1,10,9
1,11,1,13,1,10,1,1,1,12,9
1,11,1,13,1,10,1,12,1,1,9
1,11,1,13,1,12,1,1,1,10,9
1,11,1,13,1,12,1,10,1,1,9
1,12,1,1,1,10,1,11,1,13,9
1,12,1,1,1,10,1,13,1,11,9
1,12,1,1,1,11,1,10,1,13,9
1,12,1,1,1,11,1,13,1,10,9
1,12,1,1,1,13,1,10,1,11,9
1,12,1,1,1,13,1,11,1,10,9
1,12,1,10,1,1,1,11,1,13,9
1,12,1,10,1,1,1,13,1,11,9
1,12,1,10,1,11,1,1,1,13,9
1,12,1,10,1,11,1,13,1,1,9
1,12,1,10,1,13,1,1,1,11,9
1,12,1,10,1,13,1,11,1,1,9
1,12,1,11,1,1,1,10,1,13,9
1,12,1,11,1,1,1,13,1,10,9
1,12,1,11,1,10,1,1,1,13,9
1,12,1,11,1,10,1,13,1,1,9
1,12,1,11,1,13,1,1,1,10,9
1,12,1,11,1,13,1,10,1,1,9
1,12,1,13,1,1,1,10,1,11,9
1,12,1,13,1,1,1,11,1,10,9
1,12,1,13,1,10,1,1,1,11,9
1,12,1,13,1,10,1,11,1,1,9
1,12,1,13,1,11,1,1,1,10,9
1,12,1,13,1,11,1,10,1,1,9
1,13,1,1,1,10,1,11,1,12,9
1,13,1,1,1,10,1,12,1,11,9
1,13,1,1,1,11,1,10,1,12,9
1,13,1,1,1,11,1,12,1,10,9
1,13,1,1,1,12,1,10,1,11,9
1,13,1,1,1,12,1,11,1,10,9
1,13,1,10,1,1,1,11,1,12,9
1,13,1,10,1,1,1,12,1,11,9
1,13,1,10,1,11,1,1,1,12,9
1,13,1,10,1,11,1,12,1,1,9
1,13,1,10,1,12,1,1,1,11,9
1,13,1,10,1,12,1,11,1,1,9
1,13,1,11,1,1,1,10,1,12,9
1,13,1,11,1,1,1,12,1,10,9
1,13,1,11,1,10,1,1,1,12,9
1,13,1,11,1,10,1,12,1,1,9
1,13,1,11,1,12,1,1,1,10,9
1,13,1,11,1,12,1,10,1,1,9
1,13,1,12,1,1,1,10,1,11,9
1,13,1,12,1,1,1,11,1,10,9
1,13,1,12,1,10,1,1,1,11,9
1,13,1,12,1,10,1,11,1,1,9
1,13,1,12,1,11,1,1,1,10,9
1,13,1,12,1,11,1,10,1,1,9
2,1,2,10,2,11,2,12,2,13,9
2,1,2,10,2,11,2,13,2,12,9
2,1,2,10,2,12,2,11,2,13,9
2,1,2,10,2,12,2,13,2,11,9
2,1,2,10,2,13,2,11,2,12,9
2,1,2,10,2,13,2,12,2,11,9
2,1,2,11,2,10,2,12,2,13,9
2,1,2,11,2,10,2,13,2,12,9
2,1,2,11,2,12,2,10,2,13,9
2,1,2,11,2,12,2,13,2,10,9
2,1,2,11,2,13,2,10,2,12,9
2,1,2,11,2,13,2,12,2,10,9
2,1,2,12,2,10,2,11,2,13,9
2,1,2,12,2,10,2,13,2,11,9
2,1,2,12,2,11,2,10,2,13,9
2,1,2,12,2,11,2,13,2,10,9
2,1,2,12,2,13,2,10,2,11,9
2,1,2,12,2,13,2,11,2,10,9
2,1,2,13,2,10,2,11,2,12,9
2,1,2,13,2,10,2,12,2,11,9
2,1,2,13,2,11,2,10,2,12,9
2,1,2,13,2,11,2,12,2,10,9
2,1,2,13,2,12,2,10,2,11,9
2,1,2,13,2,12,2,11,2,10,9
2,10,2,1,2,11,2,12,2,13,9
2,10,2,1,2,11,2,13,2,12,9
2,10,2,1,2,12,2,11,2,13,9
2,10,2,1,2,12,2,13,2,11,9
2,10,2,1,2,13,2,11,2,12,9
2,10,2,1,2,13,2,12,2,11,9
2,10,2,11,2,1,2,12,2,13,9
2,10,2,11,2,1,2,13,2,12,9
2,10,2,11,2,12,2,1,2,13,9
2,10,2,11,2,12,2,13,2,1,9
2,10,2,11,2,13,2,1,2,12,9
2,10,2,11,2,13,2,12,2,1,9
2,10,2,12,2,1,2,11,2,13,9
2,10,2,12,2,1,2,13,2,11,9
2,10,2,12,2,11,2,1,2,13,9
2,10,2,12,2,11,2,13,2,1,9
2,10,2,12,2,13,2,1,2,11,9
2,10,2,12,2,13,2,11,2,1,9
2,10,2,13,2,1,2,11,2,12,9
2,10,2,13,2,1,2,12,2,11,9
2,10,2,13,2,11,2,1,2,12,9
2,10,2,13,2,11,2,12,2,1,9
2,10,2,13,2,12,2,1,2,11,9
2,10,2,13,2,12,2,11,2,1,9
2,11,2,1,2,10,2,12,2,13,9
2,11,2,1,2,10,2,13,2,12,9
2,11,2,1,2,12,2,10,2,13,9
2,11,2,1,2,12,2,13,2,10,9
2,11,2,1,2,13,2,10,2,12,9
2,11,2,1,2,13,2,12,2,10,9
2,11,2,10,2,1,2,12,2,13,9
2,11,2,10,2,1,2,13,2,12,9
2,11,2,10,2,12,2,1,2,13,9
2,11,2,10,2,12,2,13,2,1,9
2,11,2,10,2,13,2,1,2,12,9
2,11,2,10,2,13,2,12,2,1,9
2,11,2,12,2,1,2,10,2,13,9
2,11,2,12,2,1,2,13,2,10,9
2,11,2,12,2,10,2,1,2,13,9
2,11,2,12,2,10,2,13,2,1,9
2,11,2,12,2,13,2,1,2,10,9
2,11,2,12,2,13,2,10,2,1,9
2,11,2,13,2,1,2,10,2,12,9
2,11,2,13,2,1,2,12,2,10,9
2,11,2,13,2,10,2,1,2,12,9
2,11,2,13,2,10,2,12,2,1,9
2,11,2,13,2,12,2,1,2,10,9
2,11,2,13,2,12,2,10,2,1,9
2,12,2,1,2,10,2,11,2,13,9
2,12,2,1,2,10,2,13,2,11,9
2,12,2,1,2,11,2,10,2,13,9
2,12,2,1,2,11,2,13,2,10,9
2,12,2,1,2,13,2,10,2,11,9
2,12,2,1,2,13,2,11,2,10,9
2,12,2,10,2,1,2,11,2,13,9
2,12,2,10,2,1,2,13,2,11,9
2,12,2,10,2,11,2,1,2,13,9
2,12,2,10,2,11,2,13,2,1,9
2,12,2,10,2,13,2,1,2,11,9
2,12,2,10,2,13,2,11,2,1,9
2,12,2,11,2,1,2,10,2,13,9
2,12,2,11,2,1,2,13,2,10,9
2,12,2,11,2,10,2,1,2,13,9
2,12,2,11,2,10,2,13,2,1,9
2,12,2,11,2,13,2,1,2,10,9
2,12,2,11,2,13,2,10,2,1,9
2,12,2,13,2,1,2,10,2,11,9
2,12,2,13,2,1,2,11,2,10,9
2,12,2,13,2,10,2,1,2,11,9
2,12,2,13,2,10,2,11,2,1,9
2,12,2,13,2,11,2,1,2,10,9
2,12,2,13,2,11,2,10,2,1,9
2,13,2,1,2,10,2,11,2,12,9
2,13,2,1,2,10,2,12,2,11,9
2,13,2,1,2,11,2,10,2,12,9
2,13,2,1,2,11,2,12,2,10,9
2,13,2,1,2,12,2,10,2,11,9
2,13,2,1,2,12,2,11,2,10,9
2,13,2,10,2,1,2,11,2,12,9
2,13,2,10,2,1,2,12,2,11,9
2,13,2,10,2,11,2,1,2,12,9
2,13,2,10,2,11,2,12,2,1,9
2,13,2,10,2,12,2,1,2,11,9
2,13,2,10,2,12,2,11,2,1,9
2,13,2,11,2,1,2,10,2,12,9
2,13,2,11,2,1,2,12,2,10,9
2,13,2,11,2,10,2,1,2,12,9
2,13,2,11,2,10,2,12,2,1,9
2,13,2,11,2,12,2,1,2,10,9
2,13,2,11,2,12,2,10,2,1,9
2,13,2,12,2,1,2,10,2,11,9
2,13,2,12,2,1,2,11,2,10,9
2,13,2,12,2,10,2,1,2,11,9
2,13,2,12,2,10,2,11,2,1,9
2,13,2,12,2,11,2,1,2,10,9
2,13,2,12,2,11,2,10,2,1,9
3,1,3,10,3,11,3,12,3,13,9
3,1,3,10,3,11,3,13,3,12,9
3,1,3,10,3,12,3,11,3,13,9
3,1,3,10,3,12,3,13,3,11,9
3,1,3,10,3,13,3,11,3,12,9
3,1,3,10,3,13,3,12,3,11,9
3,1,3,11,3,10,3,12,3,13,9
3,1,3,11,3,10,3,13,3,12,9
3,1,3,11,3,12,3,10,3,13,9
3,1,3,11,3,12,3,13,3,10,9
3,1,3,11,3,13,3,10,3,12,9
3,1,3,11,3,13,3,12,3,10,9
3,1,3,12,3,10,3,11,3,13,9
3,1,3,12,3,10,3,13,3,11,9
3,1,3,12,3,11,3,10,3,13,9
3,1,3,12,3,11,3,13,3,10,9
3,1,3,12,3,13,3,10,3,11,9
3,1,3,12,3,13,3,11,3,10,9
3,1,3,13,3,10,3,11,3,12,9
3,1,3,13,3,10,3,12,3,11,9
3,1,3,13,3,11,3,10,3,12,9
3,1,3,13,3,11,3,12,3,10,9
3,1,3,13,3,12,3,10,3,11,9
3,1,3,13,3,12,3,11,3,10,9
3,10,3,1,3,11,3,12,3,13,9
3,10,3,1,3,11,3,13,3,12,9
3,10,3,1,3,12,3,11,3,13,9
3,10,3,1,3,12,3,13,3,11,9
3,10,3,1,3,13,3,11,3,12,9
3,10,3,1,3,13,3,12,3,11,9
3,10,3,11,3,1,3,12,3,13,9
3,10,3,11,3,1,3,13,3,12,9
3,10,3,11,3,12,3,1,3,13,9
3,10,3,11,3,12,3,13,3,1,9
3,10,3,11,3,13,3,1,3,12,9
3,10,3,11,3,13,3,12,3,1,9
3,10,3,12,3,1,3,11,3,13,9
3,10,3,12,3,1,3,13,3,11,9
3,10,3,12,3,11,3,1,3,13,9
3,10,3,12,3,11,3,13,3,1,9
3,10,3,12,3,13,3,1,3,11,9
3,10,3,12,3,13,3,11,3,1,9
3,10,3,13,3,1,3,11,3,12,9
3,10,3,13,3,1,3,12,3,11,9
3,10,3,13,3,11,3,1,3,12,9
3,10,3,13,3,11,3,12,3,1,9
3,10,3,13,3,12,3,1,3,11,9
3,10,3,13,3,12,3,11,3,1,9
3,11,3,1,3,10,3,12,3,13,9
3,11,3,1,3,10,3,13,3,12,9
3,11,3,1,3,12,3,10,3,13,9
3,11,3,1,3,12,3,13,3,10,9
3,11,3,1,3,13,3,10,3,12,9
3,11,3,1,3,13,3,12,3,10,9
3,11,3,10,3,1,3,12,3,13,9
3,11,3,10,3,1,3,13,3,12,9
3,11,3,10,3,12,3,1,3,13,9
3,11,3,10,3,12,3,13,3,1,9
3,11,3,10,3,13,3,1,3,12,9
3,11,3,10,3,13,3,12,3,1,9
3,11,3,12,3,1,3,10,3,13,9
3,11,3,12,3,1,3,13,3,10,9
3,11,3,12,3,10,3,1,3,13,9
3,11,3,12,3,10,3,13,3,1,9
3,11,3,12,3,13,3,1,3,10,9
3,11,3,12,3,13,3,10,3,1,9
3,11,3,13,3,1,3,10,3,12,9
3,11,3,13,3,1,3,12,3,10,9
3,11,3,13,3,10,3,1,3,12,9
3,11,3,13,3,10,3,12,3,1,9
3,11,3,13,3,12,3,1,3,10,9
3,11,3,13,3,12,3,10,3,1,9
3,12,3,1,3,10,3,11,3,13,9
3,12,3,1,3,10,3,13,3,11,9
3,12,3,1,3,11,3,10,3,13,9
3,12,3,1,3,11,3,13,3,10,9
3,12,3,1,3,13,3,10,3,11,9
3,12,3,1,3,13,3,11,3,10,9
3,12,3,10,3,1,3,11,3,13,9
3,12,3,10,3,1,3,13,3,11,9
3,12,3,10,3,11,3,1,3,13,9
