1,1,1,2,1,3,1,4,1,5,8
1,1,1,2,1,3,1,5,1,4,8
1,1,1,2,1,4,1,3,1,5,8
1,1,1,2,1,4,1,5,1,3,8
1,1,1,2,1,5,1,3,1,4,8
1,1,1,2,1,5,1,4,1,3,8
1,1,1,3,1,2,1,4,1,5,8
1,1,1,3,1,2,1,5,1,4,8
1,1,1,3,1,4,1,2,1,5,8
1,1,1,3,1,4,1,5,1,2,8
1,1,1,3,1,5,1,2,1,4,8
1,1,1,3,1,5,1,4,1,2,8
1,1,1,4,1,2,1,3,1,5,8
1,1,1,4,1,2,1,5,1,3,8
1,1,1,4,1,3,1,2,1,5,8
1,1,1,4,1,3,1,5,1,2,8
1,1,1,4,1,5,1,2,1,3,8
1,1,1,4,1,5,1,3,1,2,8
1,1,1,5,1,2,1,3,1,4,8
1,1,1,5,1,2,1,4,1,3,8
1,1,1,5,1,3,1,2,1,4,8
1,1,1,5,1,3,1,4,1,2,8
1,1,1,5,1,4,1,2,1,3,8
1,1,1,5,1,4,1,3,1,2,8
1,2,1,1,1,3,1,4,1,5,8
1,2,1,1,1,3,1,5,1,4,8
1,2,1,1,1,4,1,3,1,5,8
1,2,1,1,1,4,1,5,1,3,8
1,2,1,1,1,5,1,3,1,4,8
1,2,1,1,1,5,1,4,1,3,8
1,2,1,3,1,1,1,4,1,5,8
1,2,1,3,1,1,1,5,1,4,8
1,2,1,3,1,4,1,1,1,5,8
1,2,1,3,1,4,1,5,1,1,8
1,2,1,3,1,5,1,1,1,4,8
1,2,1,3,1,5,1,4,1,1,8
1,2,1,4,1,1,1,3,1,5,8
1,2,1,4,1,1,1,5,1,3,8
1,2,1,4,1,3,1,1,1,5,8
1,2,1,4,1,3,1,5,1,1,8
1,2,1,4,1,5,1,1,1,3,8
1,2,1,4,1,5,1,3,1,1,8
1,2,1,5,1,1,1,3,1,4,8
1,2,1,5,1,1,1,4,1,3,8
1,2,1,5,1,3,1,1,1,4,8
1,2,1,5,1,3,1,4,1,1,8
1,2,1,5,1,4,1,1,1,3,8
1,2,1,5,1,4,1,3,1,1,8
1,3,1,1,1,2,1,4,1,5,8
1,3,1,1,1,2,1,5,1,4,8
1,3,1,1,1,4,1,2,1,5,8
1,3,1,1,1,4,1,5,1,2,8
1,3,1,1,1,5,1,2,1,4,8
1,3,1,1,1,5,1,4,1,2,8
1,3,1,2,1,1,1,4,1,5,8
1,3,1,2,1,1,1,5,1,4,8
1,3,1,2,1,4,1,1,1,5,8
1,3,1,2,1,4,1,5,1,1,8
1,3,1,2,1,5,1,1,1,4,8
1,3,1,2,1,5,1,4,1,1,8
1,3,1,4,1,1,1,2,1,5,8
1,3,1,4,1,1,1,5,1,2,8
1,3,1,4,1,2,1,1,1,5,8
1,3,1,4,1,2,1,5,1,1,8
1,3,1,4,1,5,1,1,1,2,8
1,3,1,4,1,5,1,2,1,1,8
1,3,1,5,1,1,1,2,1,4,8
1,3,1,5,1,1,1,4,1,2,8
1,3,1,5,1,2,1,1,1,4,8
1,3,1,5,1,2,1,4,1,1,8
1,3,1,5,1,4,1,1,1,2,8
1,3,1,5,1,4,1,2,1,1,8
1,4,1,1,1,2,1,3,1,5,8
1,4,1,1,1,2,1,5,1,3,8
1,4,1,1,1,3,1,2,1,5,8
1,4,1,1,1,3,1,5,1,2,8
1,4,1,1,1,5,1,2,1,3,8
1,4,1,1,1,5,1,3,1,2,8
1,4,1,2,1,1,1,3,1,5,8
1,4,1,2,1,1,1,5,1,3,8
1,4,1,2,1,3,1,1,1,5,8
1,4,1,2,1,3,1,5,1,1,8
1,4,1,2,1,5,1,1,1,3,8
1,4,1,2,1,5,1,3,1,1,8
1,4,1,3,1,1,1,2,1,5,8
1,4,1,3,1,1,1,5,1,2,8
1,4,1,3,1,2,1,1,1,5,8
1,4,1,3,1,2,1,5,1,1,8
1,4,1,3,1,5,1,1,1,2,8
1,4,1,3,1,5,1,2,1,1,8
1,4,1,5,1,1,1,2,1,3,8
1,4,1,5,1,1,1,3,1,2,8
1,4,1,5,1,2,1,1,1,3,8
1,4,1,5,1,2,1,3,1,1,8
1,4,1,5,1,3,1,1,1,2,8
1,4,1,5,1,3,1,2,1,1,8
1,5,1,1,1,2,1,3,1,4,8
1,5,1,1,1,2,1,4,1,3,8
1,5,1,1,1,3,1,2,1,4,8
1,5,1,1,1,3,1,4,1,2,8
1,5,1,1,1,4,1,2,1,3,8
1,5,1,1,1,4,1,3,1,2,8
1,5,1,2,1,1,1,3,1,4,8
1,5,1,2,1,1,1,4,1,3,8
